Date,Headlines,Labels
05/03/2013,The Investor Movement Index from TD Ameritrade - measuring clients' market exposure - had the...,0
06/03/2013,Facebook's (NASDAQ:FB) Thursday news feed event will feature the launch of photo and...,0
06/03/2013,Facebook (NASDAQ:FB) elects UC San Francisco chancellor and former Genentech president Susan...,0
07/03/2013,"Facebook (FB +3.3%) catches a bid ahead of its 1PM ET news feed announcement, which will...",2
07/03/2013,"Mark Zuckerberg shows off a sleeker, ""mobile-inspired"" news feed design at Facebook's (FB +1.6%)...",2
07/03/2013,"Ad execs see a lot of potential in Facebook's (FB +3.9%) news feed revamp, and so do others. In...",2
08/03/2013,Facebook (NASDAQ:FB) roundup: 1) Facebook has acquired the team behind blogging platform...,0
11/03/2013,"Google (NASDAQ:GOOG) remains persona non grata on Facebook's (NASDAQ:FB) FBX ad exchange, which...",1
12/03/2013,Computer programs that track how people use Facebook (NASDAQ:FB) can discern undisclosed private...,1
13/03/2013,"Facebook's (FB -1.8%) mobile ad quality is declining, writes BTIG's Richard Greenfield in a...",0
13/03/2013,Some Facebook (NASDAQ:FB) news: 1) Facebook's Timeline has been updated to place a greater...,0
14/03/2013,"Borrowing another page from Twitter, Facebook (NASDAQ:FB) is planning to incorporate hashtags...",1
15/03/2013,Facebook (NASDAQ:FB) workers love Mark Zuckerberg: the founder/CEO of the world's biggest social...,0
15/03/2013,Facebook (NASDAQ:FB) names VP of engineering and 5-year vet Mike Schroepfer its new CTO....,0
19/03/2013,"JMP launches coverage on the Internet sector with a bullish bias. Google (NASDAQ:GOOG),...",1
19/03/2013,A backlash continues to brew among Facebook (FB -0.6%) developers over policy and algorithm...,1
19/03/2013,"""Lookalike Audiences"" represents Facebook's (NASDAQ:FB) latest stab at ad targeting: the social...",1
20/03/2013,More alarm bells are raised about the quality of Facebook's (FB -1.8%) ads by BTIG's Richard...,0
21/03/2013,"Trying to gain a measure of independence from Facebook (NASDAQ:FB), Zynga (NASDAQ:ZNGA) will let...",1
25/03/2013,Facebook's (FB -2.3%) resident best-selling author and COO Sheryl Sandberg sold more than 176K...,0
25/03/2013,Pandora (P +2.2%) finished higher after comScore pegged its February U.S. audience at 65.1M (52M...,0
26/03/2013,"An ""alpha"" test has begun for extending Facebook (FB) increasingly popular FBX exchange ads to...",1
26/03/2013,"250M Facebook (NASDAQ:FB) users play games each month, the company announces. That's up from...",1
27/03/2013,"Twitter's ad sales will more than double this year to $582.5M and hit $950M in 2014, predicts...",2
28/03/2013,"""Come See Our New Home on Android,"" reads an invite to a Facebook (FB) event set for 1PM ET on...",0
01/04/2013,Details about Facebook's (FB -0.3%) Thursday Android event continue to leak out. Android Police...,1
01/04/2013,Does Facebook (NASDAQ:FB) need to worry about mobile messaging platforms? Reuters and the WSJ...,1
02/04/2013,"Groupon (GRPN -6.9%) ""has a largely unproven business model, a wide ranging global business mix...",0
03/04/2013,JPMorgan's analysis of PC/mobile data indicates Facebook (FB +3.6%) engagement remains steady...,2
03/04/2013,"Facebook's (FB +2.9%) custom Android home page/UI ""incorporates a minimal aesthetic with a lot...",2
03/04/2013,"Though Sheryl Sandberg intends to remain Facebook's (NASDAQ:FB) COO for now, she might later...",2
03/04/2013,"eMarketer hikes its 2013 and 2014 U.S. mobile ad sales forecasts to $7.29B and $11.3B, above the...",2
04/04/2013,Facebook (NASDAQ:FB) is set to showcase a moderately priced HTC-made phone today that will run...,2
04/04/2013,"""What if we didn't design phones so that they're apps first,"" but instead were ""people first?,""...",2
04/04/2013,More on Facebook Home: Facebook will make Home available for download on April 12 via Google...,2
04/04/2013,"A little more on Facebook Home: Cover Feed, Home's news feed-driven home page and lock screen,...",2
04/04/2013,"""With phones, there’s no room for a right-hand column of ads. That forced us to think...",2
05/04/2013,"The sell-side loves the Facebook Home launch. Argus has upgraded Facebook (FB +0.7%) to Buy, and...",2
08/04/2013,Facebook (FB -1.9%) unfurls a TV/Web ad blitz to promote Facebook Home ahead of its Friday...,0
09/04/2013,"Oppenheimer's Jason Helfstein cuts his 2013/2014 estimates for Facebook (FB -0.5%), citing...",1
09/04/2013,Welcome back: 11 months after GM famously halted its Facebook (NASDAQ:FB) ad efforts shortly...,1
10/04/2013,Facebook (NASDAQ:FB) is due to launch a new tool today that will help advertisers directly...,2
10/04/2013,Facebook (FB +3.9%) rallies as Home receives positive (but generally not glowing) reviews....,2
10/04/2013,Facebook (FB +4.1%) roundup: 1) Sterne Agee's Arvind Bhatia is raising hit PT to $37 and...,2
11/04/2013,"Facebook (NASDAQ:FB) roundup: 1) Facebook has acquired Osmeta, a mobile software startup that...",2
12/04/2013,"Though much of the tech press gave it positive (albeit subdued) reviews, Facebook Home (FB...",0
15/04/2013,"""Facebook Home (NASDAQ:FB) is a play for the international market,"" argues AllThingsD's Mike...",0
15/04/2013,Facebook (NASDAQ:FB) is talking with Apple (NASDAQ:AAPL) and Microsoft (NASDAQ:MSFT) about...,0
16/04/2013,"1B people will be using Android (NASDAQ:GOOG) phones within 6-9 months, and 2B within a year or...",1
16/04/2013,"Facebook (FB +1.7%) roundup: 1) Home will become available outside the U.S. today. Also,...",1
16/04/2013,"Video ads are coming to Facebook (NASDAQ:FB), and if AdAge is right, they won't be cheap for...",1
17/04/2013,"Facebook (FB -1.4%) roundup: 1) Facebook is testing its first graph search ads. However, for the...",1
22/04/2013,Good and bad news for Facebook Home. The good: Home has seen over 500K installs in the Google...,1
22/04/2013,"Goldman sees Facebook (FB +1%) delivering Q1 mobile ad sales of $382M, well above a consensus...",1
23/04/2013,"Still hungry to become a go-to source for local business info, Facebook (NASDAQ:FB) has...",1
26/04/2013,An upgrade to Strong Buy from Raymond James' Aaron Kessler leads Facebook (FB +3.4%) to...,1
26/04/2013,VC Jim Breyer will be resigning from Facebook's (NASDAQ:FB) board following its June 11...,1
26/04/2013,"Facebook (NASDAQ:FB) Chief Executive Mark Zuckerberg has cut his annual pay to $1, according to...",1
30/04/2013,"Notable earnings after Wednesday’ s close: ALL, ARI, ARR, ATML, ATO, ATW, AXLL, AXTI, BKD,...",2
01/05/2013,"Notable earnings after Wednesday’ s close: ALL, ARI, ARR, ATML, ATO, ATW, AXLL, AXTI, BKD,...",0
01/05/2013,Some of the subjects likely to get scrutinized when Facebook (FB -1.5%) delivers its Q1 report...,0
01/05/2013,Facebook (NASDAQ:FB): Q1 EPS of $0.12 misses by $0.01. Revenue of $1.46B (+38% Y/Y) beats by...,0
01/05/2013,More on Facebook: Monthly active users (MAUs) +5% Q/Q and +23% Y/Y in Q1 to 1.11B. Daily users...,0
01/05/2013,"In tandem with its Q1 report, Facebook (NASDAQ:FB) discloses Chief Accounting Officer David...",0
01/05/2013,"Facebook's (NASDAQ:FB) Q1 global ARPU was $1.15, -11% Q/Q (seasonality) and +15% Y/Y, the...",0
01/05/2013,"Facebook's (NASDAQ:FB) ad impressions and prices respectively rose 39% and 3% Y/Y in Q1, Sheryl...",0
02/05/2013,Facebook (FB +2.8%) rallies as the Street decides its Q1 mobile strength is more important than...,2
03/05/2013,Facebook (FB -2.1%) roundup: 1) Pivotal Research thinks Q1 results indicate Facebook's FBX ad...,0
06/05/2013,Facebook (FB -1.5%) underperforms after Barron's argues once again the social networking giant...,0
06/05/2013,"The TD Ameritrade Investor Sentiment Index rose 0.23 points in March to 5.37, the 4th highest...",0
07/05/2013,Facebook (FB -2.5%) roundup: 1) Facebook has hired ad industry vet Nicola Mendelsohn to be its...,0
08/05/2013,"Facebook (NASDAQ:FB) engineering director Josh Wiseman has left the company to ""work on a more...",1
09/05/2013,Facebook (NASDAQ:FB) reportedly engages in advanced talks to buy Israeli start-up Waze for...,1
09/05/2013,Facebook (NASDAQ:FB) roundup: 1) AllThingsD backs up reports Facebook is in talks to buy Waze...,1
10/05/2013,Facebook (NASDAQ:FB) is partnering with Nokia (NYSE:NOK) to offer free access to Facebook...,0
13/05/2013,Facebook (NASDAQ:FB) roundup: 1) Calcalist reports Facebook's buyout talks with Waze have...,1
16/05/2013,"Facebook (FB -1.5%) is down 3.6% over the last 2 days, possibly thanks to concerns about a...",0
20/05/2013,Facebook (FB -2.1%) slides after Yahoo (YHOO +1.3%) confirms it's buying social blogging leader...,0
22/05/2013,Pandora (P +1.85%) announces a new Facebook (NASDAQ:FB) Timeline app which lets users publish...,0
24/05/2013,"Google (NASDAQ:GOOG) could reportedly enter the fray for Israeli start-up Waze, which provides a...",0
24/05/2013,There's no bounce today for Facebook (FB -3.5%) whose slide today takes the stock to a new YTD...,0
29/05/2013,"Facebook's (FB -3%) buyout talks with Waze have fallen apart, sources tell AllThingsD. In-line...",0
29/05/2013,"Facebook Home (FB -1.9%) users have a ""bi-modal"" response to the platform, either loving it or...",0
29/05/2013,"Mobile now makes up 15% of Web traffic, up from 10% a year ago, notes Mary Meeker in her latest...",0
29/05/2013,"S&P's Scott Kessler goes contrarian on Facebook (FB -3.4%), upgrading shares to Buy in...",0
30/05/2013,"Struggling Facebook (NASDAQ:FB) finds a couple of dip buyers, gaining 3.4% premarket as...",2
03/06/2013,"Facebook (FB -1.9%) slumps once again after Wells Fargo resumes coverage with an Outperform, but...",0
04/06/2013,Facebook (FB -1.1%) is upgrading its NYC presence in a big way: the social networking giant has...,0
06/06/2013,"After unleashing a barrage of new ad products over the last 2 years, Facebook (NASDAQ:FB) is...",1
07/06/2013,Revelations over government electronic surveillance have widened to include several of the...,2
07/06/2013,"Facebook (FB +1%) ad engagement is growing, says Morgan Stanley after conducting an analysis...",2
10/06/2013,"Stifel's Jordan Rohan upgrades Facebook (FB +4.1%) to Buy, sending shares back above $24. Rohan...",2
12/06/2013,"""About [2/3] of Facebook’s (NASDAQ:FB) users are now over 35. The average age of a...",0
12/06/2013,"#Longoverdue? Facebook (NASDAQ:FB) is finally adding hashtag support, with an eye towards...",0
13/06/2013,"Global mobile ad sales will grow 79% in 2013 to $15.8B, and Google (NASDAQ:GOOG) will account...",1
13/06/2013,Facebook (NASDAQ:FB) is eliminating its sponsored search ads as part of its efforts to get rid...,1
14/06/2013,"""A small team has been working on a big idea."" Thus reads an invite to a June 20 Facebook (FB...",1
17/06/2013,"Instagram (NASDAQ:FB) will add video-sharing support on Thursday, TechCrunch reports. Such an...",1
18/06/2013,"Amazon (AMZN +1.2%) tries to profit from the growing use of Facebook (FB +2.8%) as a ""social...",1
18/06/2013,"Facebook's (NASDAQ:FB) monthly active advertiser base is now above 1M, the social networking...",1
19/06/2013,Facebook (NASDAQ:FB) CEO Mark Zuckerberg has discussed potential partnerships with Samsung...,1
19/06/2013,"Mark Zuckerberg (NASDAQ:FB) asked Samsung (OTC:SSNLF) to build a ""Facebook-friendly"" phone...",1
20/06/2013,Sheryl Sandberg uses a Reuters conference talk to dismiss speculation she will abandon Facebook...,0
20/06/2013,"Google (NASDAQ:GOOG), Microsoft (NASDAQ:MSFT), Facebook (NASDAQ:FB), and other Web giants are...",0
20/06/2013,Instagram (NASDAQ:FB) officially adds video support for its iOS/Android apps: 13 filters will be...,0
21/06/2013,"Facebook (NASDAQ:FB) is upgraded to Buy with $30 price target and a $36 ""upside scenario"" at UBS...",1
21/06/2013,"Google (NASDAQ:GOOG) is preparing to launch Mine, a Google+ feature that allows users to create...",1
21/06/2013,Instagram (NASDAQ:FB) users uploaded 5M video clips in the 24 hours following yesterday's launch...,1
24/06/2013,"Facebook (FB -3.3%) is indeed working on a reader app, and it's aimed at mobile devices, the WSJ...",1
24/06/2013,"One to watch: Latest technoboomer to hit the bigtime is Snapchat, which on the basis of new...",1
26/06/2013,Last night's May Comscore data suggests an uptick in overall engagement for Facebook...,0
27/06/2013,Facebook (FB +2.4%) ad product chief Gokul Rajaram is leaving for hot mobile payments startup...,2
27/06/2013,"Facebook (NASDAQ:FB) is working on a chat room feature called Host Chat, TechCrunch reports....",2
02/07/2013,"Is Facebook (FB -1.1%) becoming a game publisher? TechCrunch reports the company is ""working...",0
03/07/2013,"YouTube (NASDAQ:GOOG) is renewing its contract with top online music video platform Vevo, and is...",2
05/07/2013,Facebook (NASDAQ:FB) saw some insider selling earlier this week. CTO Michael Schroepfer sold 45K...,0
08/07/2013,"Facebook (FB +2.5%) will make Graph Search available to all of its U.S. users today, according...",1
08/07/2013,"Clients upped equity exposure in June, according to the TD Ameritrade Investor Movement Index...",1
09/07/2013,"Facebook (FB +2.5%) ad checks ""came back slightly more upbeat than in 1Q,"" says Deutsche's Ross...",2
09/07/2013,"Citi launches coverage on the Internet services space after the bell. Google (NASDAQ:GOOG),...",2
09/07/2013,"Mixed reviews or not, Instagram's (NASDAQ:FB) new video-upload feature is proving a hit with its...",2
10/07/2013,Facebook (NASDAQ:FB) roundup: 1) Home has finally received two Android staples: folder support...,1
16/07/2013,Another Facebook (FB -0.5%) exec departs: North American sales chief and 7-year company vet Tom...,1
22/07/2013,"Facebook (NASDAQ:FB) has gained over 100M feature-phone users, mostly in emerging markets, from...",1
23/07/2013,Facebook's (FB +0.3%) U.S. mobile engagement continues to grow: comScore estimates U.S....,1
23/07/2013,"Notable earnings after Wednesday’s close: AEM, AIZ, AKAM, AMCC, AMP, ANGI, ARII, ASGN,...",1
24/07/2013,"Notable earnings after Wednesday’s close: AEM, AIZ, AKAM, AMCC, AMP, ANGI, ARII, ASGN,...",1
24/07/2013,Facebook (NASDAQ:FB): Q2 EPS of $0.19 beats by $0.05. Revenue of $1.81B beats by $0.2B. Shares...,1
24/07/2013,More on Facebook: Revenue and EPS trounced estimates on the back of huge mobile ad growth....,1
24/07/2013,"After-hours top gainers, as of 5:15 p.m.: FB +19%. TRIP +15%. BIDU +13%. XOOM +12%. TQNT +11%....",1
24/07/2013,"It ""just isn't true"" that teens are leaving Facebook (NASDAQ:FB), says Mark Zuckerberg during...",1
25/07/2013,Raised price targets roll in after Facebook's (NASDAQ:FB) big earnings report: 1) Deutsche...,2
25/07/2013,Premarket gainers: FB +31%. BIDU +18%. TQNT +14%. TRIP +14%. LOGI +13%. OKE +10%. MEET +9%....,2
29/07/2013,"More on Omnicom, Publicis mega-merger",2
30/07/2013,"Facebook continues rallying, IPO price in striking distance",2
30/07/2013,Facebook officially launches mobile game publishing effort,2
30/07/2013,Facebook reportedly planning TV-style commericals,2
30/07/2013,Report: Facebook to sell costly video ads; shares close near $38,2
02/08/2013,"Facebook roundup: Cover Feed on Android app, embedded content",2
02/08/2013,It finally happens: Facebook closes above IPO price,2
05/08/2013,Facebook hires Motorola exec to be first CMO,2
05/08/2013,Facebook tops $39 as Piper hikes PT to $46,2
09/08/2013,WSJ: Facebook wants $2M/day for video ads; Zuck tries to strike balance,1
12/08/2013,"Facebook strikes integration deals with OpenTable, Rovi",1
13/08/2013,Facebook buys speech translation app; Indian growth remains strong,0
15/08/2013,Facebook working on PayPal rival; eBay shares slide,1
15/08/2013,eBay losses pared following TechCrunch report on Facebook's plans,1
16/08/2013,Facebook higher following bullish analyst notes,1
19/08/2013,"Evercore lifts Facebook PT, forecasts 29% 5-year ad revenue CAGR",2
20/08/2013,"Zynga lower, Facebook slightly up after Janney starts coverage",1
21/08/2013,Facebook leads project to connect the whole world,1
23/08/2013,Facebook flirts with $40 after ITG issues bullish forecast,2
23/08/2013,comScore: Facebook's U.S. mobile engagement continues soaring,2
23/08/2013,Instagram acquires video app startup; Facebook overhauls Gifts,2
26/08/2013,"New 52-week highs for Facebook, Netflix as momentum traders pile in",2
26/08/2013,Facebook launches shared photo albums,2
28/08/2013,Facebook embraces 3D gaming,2
28/08/2013,"Google still dominates mobile ads, Facebook gaining share",2
30/08/2013,Facebook price target hiked to $50 at Stifel,0
30/08/2013,Microsoft and Google to sue to release information on NSA surveillance involvement,0
30/08/2013,"Facebook encroaches on Twitter, tests ""trending""",0
03/09/2013,"Uber hires Google, Facebook execs; Twitter reportedly hires Google exec",1
06/09/2013,Facebook draws scrutiny over privacy policy,2
06/09/2013,Facebook PT hiked to Street-high $55 at SunTrust,2
06/09/2013,"Facebook reportedly delays video ad launch, shares make new highs",2
09/09/2013,"Instagram ads within a year, Facebook adds another Twitter-like feature",1
09/09/2013,TD Ameritrade index shows clients buying August's dip,1
11/09/2013,"Facebook roundup: new highs, new data-selling efforts, Zuck set to talk",2
11/09/2013,Zuck: Facebook engagement stronger on mobile than PCs,2
12/09/2013,"Facebook price target hiked at JPMorgan, CLSA",0
12/09/2013,"Facebook trialing auto-play mobile videos, could set stage for ads",0
13/09/2013,AllThingsD: Twitter falling well short of user growth target,0
17/09/2013,Two more Facebook execs leave,2
20/09/2013,A roundup of tech ratings changes,2
20/09/2013,"Facebook roundup: VP departs, AI project, new iOS apps",2
23/09/2013,"Facebook launches payments autofill tool; PayPal, Braintree on board",1
24/09/2013,"Convinced on mobile, Citi ups Facebook to Buy",1
24/09/2013,"Report: China to lift Facebook, Twitter bans within free-trade zone",1
25/09/2013,A roundup of tech ratings changes,1
25/09/2013,"Facebook roundup: Instagram update, corporate use, Nielsen deal",1
26/09/2013,"Facebook tops $50, LinkedIn nears high following more bullish notes",1
27/09/2013,"Facebook restarts mobile ad network tests, tweaks ad algorithm",2
30/09/2013,Senior Facebook ad exec leaves for Flurry; company sharing TV data,1
01/10/2013,"Facebook hires new U.S. ad sales chief, expands Graph Search's reach",1
01/10/2013,"Facebook tweaks app ads, Google steps up measurement competition",1
02/10/2013,"Report: Facebook, Google dominate social logins",1
03/10/2013,Facebook building $120M housing complex; Pivotal goes contrarian,0
03/10/2013,"Twitter files public S-1, looking to raise $1B",0
03/10/2013,"Brand ads coming to Instagram, Facebook opens up Home a bit",0
04/10/2013,"Facebook rallies following Instagram/Twitter news, another PT hike",2
07/10/2013,Facebook cut from Strong Buy at Raymond James,1
08/10/2013,"Risk off? High-flying U.S., Chinese Internet stocks get hammered",0
14/10/2013,Facebook buys smartphone data management business Onavo,2
15/10/2013,"Facebook rallies: Evercore raises PT, new ad product launched",1
16/10/2013,Facebook changes policies for teens amid popularity concerns,2
17/10/2013,"Facebook higher, Goldman sees another strong quarter for mobile",2
17/10/2013,"Nasdaq-100 futures, Internet stocks rise AH following Google's Q3 beat",2
18/10/2013,"Google tops $1,000 following Q3 beat; peers rally in sympathy",1
18/10/2013,"Google, Facebook reach display ad deal",1
21/10/2013,Facebook launches video app install ads,0
22/10/2013,Internet stocks closing with losses following Netflix reversal,0
23/10/2013,"Facebook lower after ITG cuts estimates, reports of Sep. slowdown",1
25/10/2013,Facebook reportedly tried to buy Snapchat,0
28/10/2013,Tech momentum plays dive again,0
29/10/2013,WSJ: BlackBerry met with Facebook to gauge interest in bid,0
30/10/2013,"BTIG upgrades Facebook ahead of earnings, likes Instagram's ad potential",0
30/10/2013,"Facebook easily beats estimates, shares soar",0
30/10/2013,Facebook's mobile ad sales and MAUs continue soaring,0
30/10/2013,Facebook gives back AH gains; U.S. teen DAUs decline,0
30/10/2013,"More on Facebook: news feed ads, ARPUs, international growth",0
31/10/2013,Mixed sell side reaction to Facebook results; stock gains 3.5%,2
01/11/2013,"Facebook adds to post-earnings gains, Argus ups shares to Buy",0
07/11/2013,Internet momentum stocks sell off as Twitter soars,0
11/11/2013,"Morgan Stanley cuts Internet sector view to In-Line, cites valuations",0
13/11/2013,"Facebook reportedly offered $3B or more for Snapchat, was turned down",2
18/11/2013,"Facebook leads Web selloff, NYT looks at popularity concerns",0
21/11/2013,"Facebook, Monster higher following FBR coverage launches",1
22/11/2013,"Sandberg: Facebook's teen usage healthy, e-commerce ads strong",0
22/11/2013,Instagram reportedly prepping messaging services to take on Snapchat,0
02/12/2013,Facebook reportedly set to buy Indian Android app tool developer,1
04/12/2013,Facebook higher amid S&P 500 hopes; Instagram exec leaving for Snapchat,2
04/12/2013,General Growth replacing Molex in S&P 500; Facebook -1.7% AH,2
05/12/2013,"Facebook roundup: Instagram event, advertising push, infrastructure talk",1
09/12/2013,Tech giants call on government to limit spying campaign,2
10/12/2013,Internet momentum plays rally like it's September,2
10/12/2013,"Twitter updates apps to emphasize messaging, support private photo-sharing",2
11/12/2013,"Facebook wants to become a news hub, users feel differently",0
11/12/2013,"Facebook, Alliance Data, Mohawk joining S&P 500",0
12/12/2013,Instagram launches private photo/video-messaging service,2
17/12/2013,Tech giants invest heavily in Internet infrastructure,1
17/12/2013,Facebook set to launch video ads,1
17/12/2013,A roundup of tech ratings changes,1
17/12/2013,Facebook acquires sports/social media content provider,1
19/12/2013,"Facebook, Zuckerberg, others to face lawsuit over IPO",2
19/12/2013,Facebook announces follow-on offering of 70M shares,2
20/12/2013,Facebook prices 70M-share offering at $55.05,1
23/12/2013,"New highs for Facebook following Cantor note, favorable offering pricing",2
26/12/2013,"Study finds Facebook ""basically dead"" to U.K. teens",0
30/12/2013,Facebook sells off again; report provides fresh data on European use,0
31/12/2013,Facebook dominates U.S. social media use; LinkedIn's demographics favorable,1
02/01/2014,"Evercore boosts PTs, citing online video ad possibilities",1
06/01/2014,Facebook higher following PT hike; WSJ details Zuck's transformation,2
07/01/2014,Facebook boosted by Deutsche's Sandler,1
08/01/2014,"Facebook roundup: Deutsche note, Little Eye, social games",2
09/01/2014,"Twitter lower; Cowen survey suggests ad ROI below Facebook, LinkedIn",0
13/01/2014,"Facebook buys social sharing startup to create new ""Conversations"" unit",0
14/01/2014,"Tech ratings change roundup: Intel, Facebook, Yelp, Nokia",2
14/01/2014,"Facebook reportedly prepping reader app, strikes Russian deal with Yandex",2
16/01/2014,"Facebook goes after Twitter again by launching ""Trending"" feature",1
22/01/2014,"Facebook launches mobile ad network test, targets Google/Twitter",0
24/01/2014,Was a company you own at Davos? Then sell.,0
27/01/2014,Internet momentum stocks tumble; Twitter leads U.S. decliners,0
29/01/2014,"Facebook lower ahead of earnings; commentary, industry data positive going in",0
29/01/2014,"Facebook beats by $0.04, beats on revenue",0
29/01/2014,"Facebook's mobile ad sales trounce estimates again, shares +8.3% AH",0
29/01/2014,"Facebook now +12.4% AH; Zuck talks Messenger growth, standalone apps",0
30/01/2014,Facebook soars as sell-side hikes across the board,0
30/01/2014,"Facebook launches reader app, will allow anonymous accounts",0
05/02/2014,"Facebook, LinkedIn sell off following Twitter/Pandora numbers",1
07/02/2014,"Twitter rebounds, Facebook makes new highs. Pivotal contrasts the two.",2
19/02/2014,Facebook buying WhatsApp,2
19/02/2014,More on Facebook/WhatsApp,2
19/02/2014,No ads for WhatsApp; Zuck praises startup's engagement rates,2
20/02/2014,Street weighs in on WhatsApp deal; FB -3.6% premarket,2
24/02/2014,"Facebook rallies: Needham bullish, Zuck talks, WhatsApp to offer VoIP",2
26/02/2014,Google denies bidding for WhatsApp. Zuck meets with worried carriers.,0
04/03/2014,Facebook reportedly in talks to buy solar-powered drone maker,1
05/03/2014,Facebook rallies on Stifel PT hike,2
05/03/2014,Forbes provides backstory for Facebook/WhatsApp,2
07/03/2014,Instagram strikes first major ad agency deal,0
10/03/2014,"Facebook near highs again following bullish UBS, Goldman notes",2
11/03/2014,Disney's ABC chief leaving; Facebook's Sandberg reportedly a CEO candidate,0
13/03/2014,Facebook lower; OTR's checks point to moderating ad growth,0
13/03/2014,Facebook finally launches news feed video ads,0
19/03/2014,eMarketer: Mobile ads growing 75% in 2014; Google/Facebook to dominate,0
25/03/2014,Facebook buying VR headset maker Oculus for up to $2.3B,1
25/03/2014,More on Facebook/Oculus,1
26/03/2014,Google reportedly showed interest in Oculus; Zuck calls its tech superior,0
26/03/2014,More on Facebook: Instagram's user base tops 200M,0
01/04/2014,Sandberg has sold more than half of Facebook stake,2
01/04/2014,Flurry: Google/Facebook account for 35% of U.S. mobile usage,2
04/04/2014,"Momentum stocks tumble, Nasdaq plunges 110",0
08/04/2014,WhatsApp launches prepaid service; Facebook's Indian users top 100M,1
09/04/2014,Facebook jumps on bullish notes; Sandberg refutes political speculation,2
09/04/2014,Facebook removing messaging from core apps,2
10/04/2014,FTC clears Facebook/WhatsApp; deal price now at $17.6B,0
14/04/2014,"FT: Facebook looks to become ""e-money"" institution",0
16/04/2014,Facebook slips; ITG data points to subdued Q1 numbers,1
16/04/2014,"Zuck: Facebook unbundling apps, wants ""a pipeline of experiences""",1
17/04/2014,Twitter officially takes on Facebook's app install ads; shares gain,1
21/04/2014,Gilead heads Citi's 20 best stocks in America,2
21/04/2014,Report: Facebook mobile ad network launching at month's end,2
21/04/2014,Facebook +1% AH on Credit Suisse upgrade,2
23/04/2014,Google goes after Facebook's app ads; WhatsApp hits 500M MAUs,0
23/04/2014,"Facebook beats by $0.10, beats on revenue",0
23/04/2014,Facebook CFO stepping down; shares now +2.4% AH,0
23/04/2014,Facebook's CC: Messenger users top 200M; slower ad growth expected,0
24/04/2014,Facebook +5% premarket; but some are cautious,0
24/04/2014,Facebook turns negative; company acquiring fitness app,0
25/04/2014,Sharp losses for small caps and tech; money flows into utilities,0
30/04/2014,"Facebook launches mobile ad network, gives developers new tools",2
01/05/2014,Yelp fuels Internet stock rally; LinkedIn on tap,2
08/05/2014,Facebook gives advertisers more advanced audience data,1
12/05/2014,"Bloomberg: Facebook ""taking steps"" to open Chinese office",2
13/05/2014,"Study: Facebook and Twitter usage slips, with Instagram gaining",1
15/05/2014,"FCC to decide on net neutrality, rules for spectrum auction",0
19/05/2014,Facebook strikes ad deal with Publicis reportedly worth $500M,2
20/05/2014,Facebook bringing video ads to 7 more markets,0
21/05/2014,ITG upbeat about Facebook's Q2; new music/TV service on tap,2
28/05/2014,"Meeker's 2014 report touches on mobile growth, Google/Facebook ARPUs",1
30/05/2014,Facebook's Oculus reportedly teaming with Samsung for new headset,0
03/06/2014,Facebook buys startup to strengthen push for carrier deals,1
05/06/2014,WhatsApp seeing challenges in U.S. and other markets,1
09/06/2014,PayPal chief leaves to become Facebook's messaging chief,1
11/06/2014,Instagram gives Facebook a Chinese opening,1
17/06/2014,Facebook launches would-be Snapchat rival,1
23/06/2014,Facebook higher; Sterne forecasts $30B in 2018 revenue,2
24/06/2014,Cantor upbeat on Facebook's video ads; Forrester teen survey positive,1
24/06/2014,"Oculus buys hardware R&D firm, looks for hardware partners",1
02/07/2014,"Facebook roundup: Foreign ads, mood experiment, App Links",0
02/07/2014,Facebook buying major video ad tech platform LiveRail,0
08/07/2014,"Facebook ad partner reports strong Q2 click rates, ad prices",0
18/07/2014,"Facebook tests Buy button, gives celebrities their own app",2
21/07/2014,"Facebook unveils content-saving service, might use it for ad targeting",1
23/07/2014,"Facebook beats by $0.10, beats on revenue",2
23/07/2014,Mobile 62% of Facebook's ad sales; MAUs rise 14% Y/Y,2
23/07/2014,"Facebook now +5.3% AH; ad prices soar, impressions drop",2
24/07/2014,Facebook makes new highs; Q2 ad performance well-received,0
29/07/2014,"Facebook, LinkedIn, Yelp, GSV rise AH thanks to Twitter",0
08/08/2014,Report: Facebook talking with Hollywood about Oculus deals,1
21/08/2014,"50 stocks that ""matter most"" to hedge funds",1
21/08/2014,"Facebook rolls out analytics tools for Instagram ads, App Links",1
25/08/2014,WhatsApp hits 600M MAUs; Facebook tops comScore app list,1
27/08/2014,"Janney downgrades Facebook, cites valuation and growth",1
02/09/2014,EU antitrust authorities solicit feedback for WhatsApp deal,2
03/09/2014,Facebook's Oculus teams with Samsung to launch Gear VR headset,0
11/09/2014,"Apple back above $600B in market cap, Exxon hangs on vs. Google for no. 2",2
12/09/2014,WSJ: Facebook pitching to lure content creators away from YouTube,1
23/09/2014,Facebook goes after Google with new ad tech platform,2
25/09/2014,"Facebook roundup: WhatsApp, Stifel, Messenger",0
29/09/2014,"Facebook roundup: Atlas, Instagram, Ello",2
03/10/2014,Facebook plans entry into healthcare,1
03/10/2014,Facebook's acquisition of WhatsApp approved by EU,1
06/10/2014,Facebook closes WhatsApp acquisition,1
07/10/2014,"Facebook roundup: Anonymous app, mobile ad network, Atlas",1
14/10/2014,Goldman: Every client asking about the same four things,1
15/10/2014,"Google, Facebook, Amazon, others slide following Netflix/eBay's results",2
